game,mechanism,model,experiment_dir,run,log_file,records,outcome,rate_pp
TG,reputation,GPT-5.4,trust_game_reputation/090102_gpt-5.4,3,trust_game_reputation/090102_gpt-5.4/data/game_log3.json,360,sender,86.94444444444444
TG,reputation,GPT-5.4,trust_game_reputation/090102_gpt-5.4,3,trust_game_reputation/090102_gpt-5.4/data/game_log3.json,360,receiver,40.22525002293788
TG,reputation,Claude-Opus-4-6,trust_game_reputation/090201_claude-opus-4-6,1,trust_game_reputation/090201_claude-opus-4-6/data/game_log1.json,360,sender,91.08333333333333
TG,reputation,Claude-Opus-4-6,trust_game_reputation/090201_claude-opus-4-6,1,trust_game_reputation/090201_claude-opus-4-6/data/game_log1.json,360,receiver,49.961385978099074
TG,reputation,Claude-Opus-4-6,trust_game_reputation/090201_claude-opus-4-6,2,trust_game_reputation/090201_claude-opus-4-6/data/game_log2.json,360,sender,93.16666666666666
TG,reputation,Claude-Opus-4-6,trust_game_reputation/090201_claude-opus-4-6,2,trust_game_reputation/090201_claude-opus-4-6/data/game_log2.json,360,receiver,50.27777777777778
TG,reputation,Claude-Opus-4-6,trust_game_reputation/090201_claude-opus-4-6,3,trust_game_reputation/090201_claude-opus-4-6/data/game_log3.json,360,sender,92.19444444444443
TG,reputation,Claude-Opus-4-6,trust_game_reputation/090201_claude-opus-4-6,3,trust_game_reputation/090201_claude-opus-4-6/data/game_log3.json,360,receiver,50.164021164021165
TG,reputation,Grok-4.3,trust_game_reputation/090202_grok-4.3,1,trust_game_reputation/090202_grok-4.3/data/game_log1.json,360,sender,65.52777777777779
TG,reputation,Grok-4.3,trust_game_reputation/090202_grok-4.3,1,trust_game_reputation/090202_grok-4.3/data/game_log1.json,360,receiver,42.047731622199706
TG,reputation,Grok-4.3,trust_game_reputation/090202_grok-4.3,2,trust_game_reputation/090202_grok-4.3/data/game_log2.json,360,sender,67.88888888888889
TG,reputation,Grok-4.3,trust_game_reputation/090202_grok-4.3,2,trust_game_reputation/090202_grok-4.3/data/game_log2.json,360,receiver,43.28999004275757
TG,reputation,Grok-4.3,trust_game_reputation/090202_grok-4.3,3,trust_game_reputation/090202_grok-4.3/data/game_log3.json,360,sender,72.69444444444444
TG,reputation,Grok-4.3,trust_game_reputation/090202_grok-4.3,3,trust_game_reputation/090202_grok-4.3/data/game_log3.json,360,receiver,43.35175253263991
TG,reputation,Kimi-K2.6,trust_game_reputation/090203_kimi-k2.6,1,trust_game_reputation/090203_kimi-k2.6/data/game_log1.json,360,sender,91.3611111111111
TG,reputation,Kimi-K2.6,trust_game_reputation/090203_kimi-k2.6,1,trust_game_reputation/090203_kimi-k2.6/data/game_log1.json,360,receiver,49.08507223113964
TG,reputation,Kimi-K2.6,trust_game_reputation/090203_kimi-k2.6,2,trust_game_reputation/090203_kimi-k2.6/data/game_log2.json,360,sender,90.52777777777777
TG,reputation,Kimi-K2.6,trust_game_reputation/090203_kimi-k2.6,2,trust_game_reputation/090203_kimi-k2.6/data/game_log2.json,360,receiver,49.36026936026936
TG,reputation,Kimi-K2.6,trust_game_reputation/090203_kimi-k2.6,3,trust_game_reputation/090203_kimi-k2.6/data/game_log3.json,360,sender,92.5
TG,reputation,Kimi-K2.6,trust_game_reputation/090203_kimi-k2.6,3,trust_game_reputation/090203_kimi-k2.6/data/game_log3.json,360,receiver,49.58801498127341
TG,reputation,Gemini-3.1-Pro-Preview,trust_game_reputation/090204_gemini-3.1-pro-preview,1,trust_game_reputation/090204_gemini-3.1-pro-preview/data/game_log1.json,360,sender,95.41666666666667
TG,reputation,Gemini-3.1-Pro-Preview,trust_game_reputation/090204_gemini-3.1-pro-preview,1,trust_game_reputation/090204_gemini-3.1-pro-preview/data/game_log1.json,360,receiver,49.9906629318394
TG,reputation,Gemini-3.1-Pro-Preview,trust_game_reputation/090204_gemini-3.1-pro-preview,2,trust_game_reputation/090204_gemini-3.1-pro-preview/data/game_log2.json,360,sender,95.83333333333334
TG,reputation,Gemini-3.1-Pro-Preview,trust_game_reputation/090204_gemini-3.1-pro-preview,2,trust_game_reputation/090204_gemini-3.1-pro-preview/data/game_log2.json,360,receiver,49.76787372330548
TG,reputation,Gemini-3.1-Pro-Preview,trust_game_reputation/090204_gemini-3.1-pro-preview,3,trust_game_reputation/090204_gemini-3.1-pro-preview/data/game_log3.json,360,sender,93.47222222222223
TG,reputation,Gemini-3.1-Pro-Preview,trust_game_reputation/090204_gemini-3.1-pro-preview,3,trust_game_reputation/090204_gemini-3.1-pro-preview/data/game_log3.json,360,receiver,49.79458450046685
TG,reward,Grok-4.3,trust_game_reward/082801_grok-4.3-three,1,trust_game_reward/082801_grok-4.3-three/data/game_log1.json,240,sender,33.83333333333333
TG,reward,Grok-4.3,trust_game_reward/082801_grok-4.3-three,1,trust_game_reward/082801_grok-4.3-three/data/game_log1.json,240,receiver,47.26436781609195
TG,reward,Grok-4.3,trust_game_reward/082801_grok-4.3-three,2,trust_game_reward/082801_grok-4.3-three/data/game_log2.json,240,sender,34.458333333333336
TG,reward,Grok-4.3,trust_game_reward/082801_grok-4.3-three,2,trust_game_reward/082801_grok-4.3-three/data/game_log2.json,240,receiver,47.330397912589696
TG,reward,Grok-4.3,trust_game_reward/082801_grok-4.3-three,3,trust_game_reward/082801_grok-4.3-three/data/game_log3.json,240,sender,35.333333333333336
TG,reward,Grok-4.3,trust_game_reward/082801_grok-4.3-three,3,trust_game_reward/082801_grok-4.3-three/data/game_log3.json,240,receiver,46.34745931915743
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,1,trust_game_reward/082802_kimi-k2.6-three/data/game_log1.json,240,sender,47.708333333333336
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,1,trust_game_reward/082802_kimi-k2.6-three/data/game_log1.json,240,receiver,46.96591204787926
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,2,trust_game_reward/082802_kimi-k2.6-three/data/game_log2.json,240,sender,47.541666666666664
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,2,trust_game_reward/082802_kimi-k2.6-three/data/game_log2.json,240,receiver,52.66137566137565
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,3,trust_game_reward/082802_kimi-k2.6-three/data/game_log3.json,240,sender,50.0
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,3,trust_game_reward/082802_kimi-k2.6-three/data/game_log3.json,240,receiver,49.55731922398589
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,1,trust_game_reward/082803_glm-5.1-three/data/game_log1.json,240,sender,52.708333333333336
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,1,trust_game_reward/082803_glm-5.1-three/data/game_log1.json,240,receiver,43.37758112094395
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,2,trust_game_reward/082803_glm-5.1-three/data/game_log2.json,240,sender,54.50000000000001
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,2,trust_game_reward/082803_glm-5.1-three/data/game_log2.json,240,receiver,42.65325670498084
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,3,trust_game_reward/082803_glm-5.1-three/data/game_log3.json,240,sender,52.25
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,3,trust_game_reward/082803_glm-5.1-three/data/game_log3.json,240,receiver,43.11890838206628
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,1,trust_game_reward/082804_claude-opus-4-6-three/data/game_log1.json,240,sender,59.833333333333336
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,1,trust_game_reward/082804_claude-opus-4-6-three/data/game_log1.json,240,receiver,51.607142857142854
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,2,trust_game_reward/082804_claude-opus-4-6-three/data/game_log2.json,240,sender,59.62500000000001
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,2,trust_game_reward/082804_claude-opus-4-6-three/data/game_log2.json,240,receiver,52.16964285714286
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,3,trust_game_reward/082804_claude-opus-4-6-three/data/game_log3.json,240,sender,59.166666666666664
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,3,trust_game_reward/082804_claude-opus-4-6-three/data/game_log3.json,240,receiver,51.80555555555555
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,1,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log1.json,240,sender,98.75
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,1,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log1.json,240,receiver,50.0
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,2,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log2.json,240,sender,99.58333333333333
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,2,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log2.json,240,receiver,50.0
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,3,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log3.json,240,sender,98.75
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,3,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log3.json,240,receiver,49.789029535864984
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,1,trust_game_reward/082806_gpt-5.4-three/data/game_log1.json,240,sender,20.041666666666664
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,1,trust_game_reward/082806_gpt-5.4-three/data/game_log1.json,240,receiver,37.36220472440946
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,2,trust_game_reward/082806_gpt-5.4-three/data/game_log2.json,240,sender,19.875
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,2,trust_game_reward/082806_gpt-5.4-three/data/game_log2.json,240,receiver,36.04575163398693
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,3,trust_game_reward/082806_gpt-5.4-three/data/game_log3.json,240,sender,17.333333333333332
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,3,trust_game_reward/082806_gpt-5.4-three/data/game_log3.json,240,receiver,36.52910052910053
