game,mechanism,model,experiment_dir,run,log_file,records,net_welfare_normalized_pp,payoff_equality_level
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,2,trust_game_reward/082802_kimi-k2.6-three/data/game_log2.json,240,73.20833333333333,0.9240337583193008
TG,reward,Kimi-K2.6,trust_game_reward/082802_kimi-k2.6-three,3,trust_game_reward/082802_kimi-k2.6-three/data/game_log3.json,240,69.45833333333333,0.9298315711826901
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,1,trust_game_reward/082803_glm-5.1-three/data/game_log1.json,240,87.79166666666667,0.9455938909843946
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,2,trust_game_reward/082803_glm-5.1-three/data/game_log2.json,240,90.5,0.9422663312919219
TG,reward,GLM-5.1,trust_game_reward/082803_glm-5.1-three,3,trust_game_reward/082803_glm-5.1-three/data/game_log3.json,240,86.70833333333333,0.941865654987726
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,1,trust_game_reward/082804_claude-opus-4-6-three/data/game_log1.json,240,108.0,0.9364316239316239
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,2,trust_game_reward/082804_claude-opus-4-6-three/data/game_log2.json,240,108.83333333333333,0.9371092710827349
TG,reward,Claude-Opus-4-6,trust_game_reward/082804_claude-opus-4-6-three,3,trust_game_reward/082804_claude-opus-4-6-three/data/game_log3.json,240,107.625,0.937228242691819
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,1,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log1.json,240,146.79166666666666,0.9269936406100512
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,2,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log2.json,240,146.5,0.9310485688528285
TG,reward,Gemini-3.1-Pro-Preview,trust_game_reward/082805_gemini-3.1-pro-preview-three,3,trust_game_reward/082805_gemini-3.1-pro-preview-three/data/game_log3.json,240,146.125,0.930929405789741
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,1,trust_game_reward/082806_gpt-5.4-three/data/game_log1.json,240,30.458333333333332,0.9422309166400511
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,2,trust_game_reward/082806_gpt-5.4-three/data/game_log2.json,240,30.416666666666668,0.9405218317358892
TG,reward,GPT-5.4,trust_game_reward/082806_gpt-5.4-three,3,trust_game_reward/082806_gpt-5.4-three/data/game_log3.json,240,25.958333333333332,0.9360183041129122
